price,rating,timestamp,is_late_delivery,is_return_risk,product_id
26.99,3.0,1531074898853,0,0,B01M1APM7N
8.99,1.0,1639850642093,0,0,B077F4YFNJ
17.63,5.0,1592437960319,0,0,B0BCRFDBG7
20.99,5.0,1674510434866,0,0,B0B9J4TVR8
30.2,5.0,1607551462815,0,0,B0BTQ6TY68
34.99,5.0,1612613992803,0,0,B07Q34QCTJ
13.34,5.0,1492083434000,0,0,B07P4MVBVS
15.22,5.0,1382736244000,0,0,B00B0ZMNOU
88.99,4.0,1582828432074,0,0,B07HVSR8RF
94.99,5.0,1665062545201,0,0,B0C6SGRVBX
93.95,2.0,1619466765369,0,1,B005B9D0LG
9.99,5.0,1473132480000,0,0,B09YP7FVC6
6.95,5.0,1641247055559,0,0,B07JHBPYKZ
21.95,5.0,1654528074302,0,0,B08HJH2NN5
199.99,5.0,1659304019636,0,0,B0C6FBKY17
6.49,5.0,1598740355412,0,0,B072YQNJCR
19.99,5.0,1648929126845,0,0,B0C9MRH82R
179.99,5.0,1677789685346,0,0,B0C86NF3DH
39.53,5.0,1567302561218,0,0,B013WHR5NW
11.95,3.0,1539010880984,0,0,B07WTXWC32
15.97,3.0,1478793170000,0,0,B014LOFZTQ
12.99,5.0,1621613853809,0,0,B07SPLBDKY
16.99,5.0,1592245817538,0,0,B0BTV3G59T
27.99,5.0,1453730074000,0,0,B07P3Y8JWY
27.77,5.0,1653337275196,0,0,B086SLJ3GY
34.99,5.0,1591712625619,0,0,B01E85LYNO
17.89,2.0,1609902395739,0,1,B08JQRPWPP
16.99,5.0,1655934751024,0,0,B0BTV3G59T
18.99,5.0,1582769554412,0,0,B0000CF3HB
11.49,5.0,1611965252792,0,0,B08Z63YDT7
13.66,5.0,1405888880000,0,0,B00DM8KDBS
7.99,5.0,1620238785423,0,0,B01BREIZCW
7.0,5.0,1658677945774,0,0,B0BLZ1BHTW
199.99,5.0,1623475890301,0,1,B0C69HCVRM
56.5,5.0,1642748931130,0,0,B0C3WMC4K2
12.99,5.0,1643732714311,0,0,B08PNT3BLH
98.99,4.0,1614893047534,0,0,B08F6ZLCLY
7.99,5.0,1615512423722,0,0,B081K4Q6KQ
16.85,5.0,1614889744545,0,0,B06XXPGQQV
59.99,1.0,1500650311582,0,1,B0C7LQXQN7
17.18,5.0,1504975077164,0,0,B000NO136S
30.99,5.0,1626127147833,0,0,B071KTC7G5
19.99,5.0,1653192878354,0,0,B0B1ZLCCL3
11.99,5.0,1616001318305,0,0,B07VQPCGP8
17.97,1.0,1452525233000,0,1,B0B6Y2D91L
59.0,5.0,1425054729000,0,0,B0BHVB8BF4
29.99,4.0,1615737502449,0,0,B016PYUW3E
16.99,5.0,1514833982840,0,0,B01BIDPHYQ
28.91,3.0,1582776126137,0,0,B07854PBL9
10.66,5.0,1593473430277,0,0,B01JZNCROY
16.8,5.0,1511298993629,0,0,B01KJ2FVFW
14.99,5.0,1562773329156,0,0,B00U2YWPUM
27.11,2.0,1487164367000,0,0,B018T2TTL6
8.99,5.0,1672704760870,0,0,B0C7KTD41L
38.99,5.0,1540481668113,0,0,B09YQ1CT3G
38.99,5.0,1459971758000,0,0,B09YQ1CT3G
9.99,5.0,1623894762012,0,0,B07BFGZQ65
17.47,5.0,1531522140831,0,0,B00AQ6VTIK
163.23,4.0,1477686358000,0,0,B00LGUGJWQ
18.38,5.0,1503668578113,0,0,B09FZR2LC5
9.99,1.0,1596716694007,0,1,B07J1XG1XD
25.99,4.0,1677618786494,1,1,B0BCFC29MD
28.91,5.0,1643412897091,0,1,B07854PBL9
98.89,5.0,1538420655139,0,0,B00AJ0VXPC
46.98,5.0,1416248495000,0,0,B000AST3AK
8.99,5.0,1565492419602,0,0,B077F4YFNJ
27.69,5.0,1660152292088,0,0,B0C85M2F4G
14.99,5.0,1659980722312,0,0,B0C7GLWSJN
26.99,5.0,1579095850646,0,0,B07D792QLR
75.0,5.0,1672080636528,0,0,B0BHVBRK6H
69.99,4.0,1663174885880,0,1,B0BWBF4MN1
399.0,1.0,1633967930497,0,1,B09W5PMK5X
13.98,5.0,1581365667346,0,0,B081FLRG3H
4.99,5.0,1563716198250,0,1,B0BVR77MZJ
55.08,5.0,1625641334437,0,0,B00VBP8QPO
99.99,3.0,1613369498638,0,0,B09LM1H5N9
16.5,5.0,1461463147000,0,0,B07F4K3HXJ
162.27,3.0,1585351944338,1,0,B09YC8YCV6
19.9,5.0,1608403375783,0,0,B08CSX2RVQ
39.52,5.0,1519478265456,0,0,B00545AV9Q
59.0,5.0,1433384876000,0,0,B0BHVB8BF4
8.99,5.0,1480945278000,0,0,B082S9JRRX
28.99,5.0,1551900024101,0,0,B0BW9RFG33
18.95,1.0,1549671218278,0,0,B07G6726LN
15.38,4.0,1364472242000,0,0,B004EBT7YQ
18.35,5.0,1364472144000,0,0,B004XLDVO4
30.99,4.0,1586270825361,0,0,B0BCW97VD9
29.99,5.0,1475858021000,0,0,B00LNG9YO8
374.0,5.0,1367981724000,0,0,B000RHWJYG
6.99,5.0,1446868448000,0,0,B0BHNSLKNZ
32.99,5.0,1446867806000,0,0,B00DZU8OW8
33.9,5.0,1467079953000,0,0,B00MGMXWR8
60.1,5.0,1548597283211,0,0,B004XLE3DC
11.0,5.0,1659632495734,0,0,B08BNNH5PW
9.99,4.0,1628984664300,0,0,B08XP29S76
36.96,5.0,1618511331019,0,0,B01KKUFW34
10.99,5.0,1614953588446,0,0,B07SHKBXP5
16.99,5.0,1628161139831,0,0,B0C7CC35KH
39.99,1.0,1502682275327,1,1,B06XR8WZX6
54.99,5.0,1591457859270,0,0,B07D8GWS4J
109.99,5.0,1626392571831,0,0,B0C9MGFHWY
13.99,2.0,1625792165114,0,1,B07Q49KFFC
12.99,4.0,1560971361747,0,0,B0C23YLYRD
249.99,5.0,1601578216193,0,0,B01NBI9JKR
21.99,5.0,1661886721544,0,0,B0BXWBPVYS
15.99,5.0,1580502812073,0,0,B0BXRM5JFJ
6.95,5.0,1590316836883,0,0,B07JHBPYKZ
39.99,5.0,1617673691820,0,0,B0C2Z9G8FZ
99.99,4.0,1621541500223,0,0,B09LM1H5N9
99.99,5.0,1596652634761,0,0,B09LM1H5N9
16.8,5.0,1632340300202,0,0,B01KJ2FVFW
8.99,5.0,1597877923962,0,0,B082S9JRRX
28.39,5.0,1618353653928,0,0,B07NL9T1GL
55.08,5.0,1651172311387,0,0,B00VBP8QPO
26.99,5.0,1572999617727,0,0,B01MRUOEVP
16.99,5.0,1667308514534,0,0,B08888J5W1
16.99,5.0,1607228807225,0,0,B07SM1PGJW
9.99,5.0,1434510109000,0,0,B012YQL5IS
9.99,5.0,1484164995000,0,0,B01DJ4BYWQ
17.45,5.0,1401393103000,0,0,B008YDSFR0
27.99,5.0,1667874346175,0,0,B0C7CKLVXW
27.69,5.0,1640273844028,0,0,B0C85M2F4G
59.99,5.0,1504094359756,0,0,B07NDQVTX8
9.99,5.0,1439771591000,0,0,B09YP7FVC6
29.99,5.0,1628553992431,0,0,B00LNG9YO8
36.96,5.0,1628553936685,0,0,B01KKUFW34
7.17,5.0,1571506184167,0,0,B07QLCL94B
7.99,5.0,1582904650551,0,0,B00BA0CK16
9.99,5.0,1677419958178,0,0,B0B7XGWT5Q
26.49,5.0,1576111465187,0,0,B0BTSQRXNZ
46.74,5.0,1411797621000,0,0,B0042ACZU2
17.99,5.0,1582136829793,0,0,B07RZ4MGXR
12.99,5.0,1558567717005,0,0,B07CYNWTXK
245.55,5.0,1597897155870,0,0,B0799Q45TT
6.99,5.0,1663425775886,0,0,B0B21BBZRF
21.45,5.0,1566045159756,0,0,B07JMDQSYC
14.99,5.0,1639521991209,0,0,B0C7GLWSJN
27.48,5.0,1574032972725,0,1,B008KFGD80
27.69,5.0,1541270029377,0,0,B0C85M2F4G
9.39,5.0,1589638882290,0,0,B01FO567M0
9.95,5.0,1675936087422,0,0,B0BHSNBGWY
41.89,5.0,1652338823802,1,1,B08FDD8GZN
15.25,5.0,1610502238336,0,0,B00MOCL222
14.49,5.0,1550648852758,0,0,B0B9H5NZRD
41.5,5.0,1548978786560,0,0,B09GHK3F4Y
8.59,5.0,1507766576670,0,0,B0081E9HRY
10.73,5.0,1506564969126,0,0,B00DZU7LGS
7.15,5.0,1445745273000,0,0,B00H4DCGDA
53.87,5.0,1427050206000,0,0,B00ECV2W4K
19.99,5.0,1552159242764,0,0,B00BJ9T214
34.55,5.0,1657911950248,0,0,B089P2NL4X
36.99,5.0,1641323274679,0,0,B08SWD9RGJ
13.95,5.0,1539443906008,0,0,B008YDSH6E
13.42,4.0,1442492100000,0,1,B004H3XSYG
14.95,1.0,1619107042405,0,1,B01CBWDY0C
8.47,5.0,1610221743901,0,0,B0BJDS5L5V
11.09,5.0,1432638924000,0,0,B0C7GKM91B
19.99,5.0,1588158636742,0,0,B07YXRTY6F
10.99,5.0,1558544947877,0,0,B084LXHWLS
5.75,1.0,1447721230000,0,0,B001M8K5TU
167.98,4.0,1620399488248,0,0,B0BT1CY693
27.99,5.0,1586262272038,0,0,B079SNL9H6
26.99,5.0,1568638833460,0,0,B097BBJCX8
274.39,5.0,1559162944101,0,0,B004Y75546
26.49,5.0,1501607541223,0,0,B0BTSQRXNZ
10.27,5.0,1613426200246,0,0,B07V34W65H
11.29,1.0,1650914574315,0,0,B08R1NNLP3
13.99,4.0,1481035002000,0,0,B000BPNLM8
159.99,5.0,1668203024519,0,0,B0899K884D
179.99,5.0,1664634253670,0,0,B0C9F1F7SC
239.86,1.0,1662769560840,0,0,B0CCJ8JHY6
13.99,5.0,1556964583615,0,0,B0BYDNXYP6
862.49,5.0,1658352275062,0,0,B0B9FWHDG9
2489.25,5.0,1520874422272,0,0,B0768PQG1T
10.93,5.0,1519664536700,0,0,B002YTQ5HM
23.99,5.0,1655943079448,0,0,B07CL8YV1H
11.0,5.0,1591366712477,0,0,B08BNNH5PW
16.99,5.0,1454087442000,0,0,B00W0XE60U
23.99,5.0,1560719630006,0,0,B07K1RVDD7
25.97,5.0,1485554105000,0,0,B000FNJ5N0
106.93,4.0,1465112826000,0,0,B09VTZ54J7
105.0,5.0,1677099043765,0,0,B0BCCZX7B7
11.99,5.0,1635919162142,0,0,B01FGC9C3C
9.39,5.0,1504809832069,0,0,B0BWCZ6WNR
48.99,5.0,1578187655260,0,0,B002JAKRAM
21.24,5.0,1597111150713,0,0,B099ZZ83QZ
28.99,5.0,1531202481050,0,0,B0BWCL9WCH
9.39,5.0,1670372818408,0,1,B0BWCZ6WNR
46.47,4.0,1613131829905,1,1,B076QJ2HXJ
13.97,4.0,1658182630619,0,1,B07L8F53H4
16.99,5.0,1426285726000,0,0,B092T5Y46X
15.95,5.0,1614125299777,0,0,B0C2HG4P7Z
30.99,5.0,1613646312804,0,0,B0791N755P
110.49,4.0,1630569926299,0,0,B0C6K9Z29X
66.09,5.0,1453572398000,0,0,B00MHIHH0E
24.99,5.0,1633086831832,0,0,B01DKVAAQO
58.94,4.0,1625751469742,0,0,B09MQLYPRR
13.95,5.0,1673044234575,0,0,B0895LWDSX
17.99,5.0,1673044170124,0,0,B099QHBFP2
28.99,5.0,1669268397062,0,1,B0BGLGNM67
19.25,5.0,1489897233000,0,0,B000DLB2FI
17.99,5.0,1578845802578,0,0,B07RZ4MGXR
32.99,5.0,1463915001000,0,0,B0063C1I4Q
9.99,1.0,1514329506704,0,1,B00GN92KQ4
16.99,5.0,1519600910630,0,0,B01BIDPHYQ
16.99,4.0,1613152501581,0,0,B07SM1PGJW
12.99,4.0,1613152111755,0,0,B09DD2LZBY
5.75,5.0,1411142245000,0,0,B001M8K5TU
21.59,5.0,1597264347430,0,0,B01LZHJF55
71.79,5.0,1400446457000,0,0,B003BIGDB8
16.12,5.0,1566823040080,0,0,B079T4XXQY
13.57,1.0,1516896989509,0,0,B07T7MR9RM
6.5,5.0,1572047450564,0,0,B09W8W65XY
28.99,5.0,1520359243020,0,0,B0BWCL9WCH
119.99,5.0,1568039372633,0,0,B07VXLVHGL
19.95,5.0,1464829454000,0,0,B005AR75A6
17.6,5.0,1464827832000,0,0,B096W7GTGY
18.99,5.0,1632514308771,0,0,B08CH4SWTT
18.99,5.0,1626560719017,0,0,B07CV7VNL8
99.99,5.0,1663255022401,0,0,B09LM1H5N9
12.99,5.0,1528494488602,0,0,B07CYNWTXK
16.99,5.0,1518735157063,0,0,B01BD71S5E
21.99,1.0,1599310555608,0,0,B089KHMZJJ
162.27,5.0,1557017322978,0,0,B09YC8YCV6
12.0,5.0,1625103170956,0,0,B089K1N3LZ
27.99,5.0,1582740626047,0,0,B07P3Y8JWY
13.34,5.0,1473446707000,0,0,B07P4MVBVS
18.77,5.0,1647327247555,0,1,B0CC4S359S
32.99,5.0,1644152079849,0,0,B07M87YFJS
7.88,1.0,1655063156342,0,1,B08GC6C8PN
16.03,5.0,1565070605075,0,0,B01I0GF0LY
11.0,5.0,1661105850300,0,0,B08BNNH5PW
6.49,5.0,1441651133000,0,0,B001PKX4H0
7.64,5.0,1501378243524,0,0,B00ECV2N3A
6.99,5.0,1626879519535,0,0,B0BHNSLKNZ
7.99,5.0,1491004325000,0,1,B00DM8JUIU
20.91,5.0,1488731411000,0,0,B00DM8L5GU
92.93,5.0,1578144716251,0,0,B0187KYRQC
15.8,5.0,1512057066433,0,0,B0BRJPMZ9G
249.99,5.0,1618713816463,0,0,B07HKXVQYC
18.5,5.0,1432237554000,0,0,B000XPT0DK
19.49,5.0,1582288866378,0,0,B07CNNN6BS
28.97,5.0,1522630900178,0,0,B003BIGD4U
25.98,3.0,1579392722057,0,0,B01HHFUD1G
17.97,3.0,1455515970000,0,0,B0B6Y2D91L
23.99,5.0,1639988282276,0,0,B07RKZBNGX
32.65,5.0,1373458389000,0,0,B0096T8K1W
9.8,5.0,1391214262000,0,0,B002ZNDYNK
16.99,5.0,1397361469000,0,0,B0BTV3G59T
36.61,4.0,1472041840000,0,0,B001UIDP5I
34.99,5.0,1665249725007,0,0,B01KSWV7DS
10.99,5.0,1633789043528,1,0,B08SBJRJGV
31.59,5.0,1553199111355,0,0,B078WL6VFS
5.75,5.0,1462487418000,0,0,B001M8K5TU
18.0,5.0,1433355040000,0,0,B07QV3TH8K
109.0,5.0,1468601789000,0,0,B08YBGCNHP
4.29,5.0,1455765873000,0,0,B000E8SVR2
73.95,5.0,1477431685000,0,1,B00BZUCF3O
21.49,5.0,1558530737861,0,0,B0BK11DDLD
22.99,2.0,1558528482699,0,1,B0732DLVBM
9.99,4.0,1667518476084,0,0,B0B6FHBYTR
24.99,1.0,1643818141182,0,0,B079HW5FVJ
30.9,5.0,1581191710316,0,0,B0194FZSQM
29.99,5.0,1661880169429,0,0,B0BP9QG3QP
47.77,3.0,1662440881133,0,0,B01M01Y7RK
45.99,5.0,1619137106223,0,0,B0C3CWNMQW
18.99,5.0,1656525001246,0,0,B08JH9F4L7
19.25,5.0,1433304474000,0,0,B000DLB2FI
11.98,1.0,1544126994457,0,1,B07GVRDBQC
13.99,5.0,1663933240428,0,0,B07TRKGW9G
10.97,1.0,1434585555000,0,1,B001AQZI64
62.99,5.0,1620258038293,0,0,B07FT3ZQ1K
16.4,1.0,1623795695711,0,1,B015RDL8UK
19.95,5.0,1537216701182,0,0,B005AR75A6
249.99,5.0,1598659026486,0,0,B09S36KB72
19.25,3.0,1466200143000,0,0,B000DLB2FI
23.09,5.0,1489593362000,0,0,B07Y1SVPYH
14.95,5.0,1639749401629,0,0,B08GM1W39H
399.0,5.0,1658187612056,0,0,B09W5PMK5X
7.99,5.0,1591581654734,0,0,B07XNPL2RW
11.0,4.0,1662827832348,0,0,B08BNNH5PW
19.25,2.0,1438886357000,0,1,B000DLB2FI
61.99,5.0,1406212416000,0,0,B0BX8XPMCF
13.34,5.0,1429298402000,0,0,B07P4MVBVS
31.51,5.0,1418480268000,0,0,B001AHASV8
14.77,2.0,1577555809422,0,0,B0855KHG9L
73.95,5.0,1536271443045,0,0,B00BZUCF3O
18.99,3.0,1672758339417,0,0,B0B8LVXNQT
18.38,4.0,1611454178829,0,0,B09FZR2LC5
19.91,5.0,1624226377278,0,0,B09YJT229P
11.09,5.0,1628380941744,0,0,B0C7GKM91B
28.99,5.0,1601951784169,0,0,B0BWCL9WCH
22.09,5.0,1534288085199,0,0,B0BVZ6NRP6
59.0,5.0,1350402460000,0,0,B0BHVB8BF4
6.85,5.0,1669123921281,0,0,B07PKV75YF
29.99,5.0,1666621816237,0,0,B07KP6X4YK
7.69,5.0,1567365825247,0,0,B07HKXBS7D
11.99,5.0,1546023742336,0,0,B01N9HNALX
11.95,5.0,1617592653158,0,0,B07WTXWC32
11.0,4.0,1597644259856,0,0,B08BNNH5PW
30.99,4.0,1648147843836,0,0,B0824W5FWS
51.99,5.0,1669575440264,0,0,B07MLWJZH7
16.47,1.0,1678028473828,0,0,B08TR48B2Z
39.53,5.0,1577216631325,0,0,B013WHR5NW
14.78,5.0,1642187246547,0,0,B09GVLBZH5
19.99,5.0,1625661138033,0,0,B08S34C5X9
8.95,2.0,1592611964317,0,0,B092LLM7H3
19.25,4.0,1425041476000,0,0,B000DLB2FI
22.46,5.0,1590350154894,0,0,B07GV4GMB6
19.99,5.0,1674360425778,0,1,B09ZDJY35P
34.99,5.0,1545093734134,0,0,B0C4HBMX4S
16.59,5.0,1648240411830,0,0,B0C4DDSX6T
45.84,5.0,1599259401683,0,0,B0032AMC9C
24.99,5.0,1627372076772,0,0,B079HW5FVJ
6.47,5.0,1585615611820,0,0,B000FKGGWQ
11.0,5.0,1560092920191,0,0,B00MNMR2EU
6.85,5.0,1574354654034,0,0,B07PKV75YF
15.17,5.0,1556560944971,0,0,B0BTQL2CSV
21.99,5.0,1640284587405,0,0,B08YDJBSBM
5.3,3.0,1604843924639,0,0,B0000CF4DJ
30.18,5.0,1651283455393,0,0,B00UB38V2A
29.99,5.0,1443805349000,0,0,B008I42AUS
369.99,5.0,1618523310372,0,0,B0BX9GK3PB
30.18,5.0,1569523300401,0,0,B00UB38V2A
26.97,5.0,1604094928585,0,0,B07P4DFMCH
17.99,4.0,1677136368186,0,0,B0BQ1XBXZT
99.99,5.0,1621102692827,0,0,B074R7GK8V
15.59,5.0,1617862832805,0,0,B0BVZN62WF
16.9,5.0,1594057246204,0,0,B08SMN4NMM
25.49,5.0,1568133757364,0,0,B07D7DCBTB
13.1,5.0,1568133460546,0,0,B07GJDL3Y2
449.08,2.0,1423794722000,0,0,B005M2F07E
30.99,5.0,1490269222000,0,0,B0BCW97VD9
106.93,5.0,1564186008788,0,0,B09VTZ54J7
31.56,5.0,1454713576000,0,0,B00DZU7IS4
74.2,5.0,1658271361625,0,0,B0156NJS2Q
31.99,5.0,1661810121490,0,0,B07WVT22CZ
30.18,5.0,1579311916649,0,0,B00UB38V2A
27.99,5.0,1625891518385,0,0,B07P3Y8JWY
12.99,5.0,1607300775233,0,0,B09DD2LZBY
29.29,2.0,1606746875479,0,0,B07VFM2LK3
19.99,5.0,1650134329199,0,0,B0C9MRH82R
84.95,5.0,1550781449082,0,0,B00W27J16S
15.99,5.0,1661520719354,0,0,B0C3BFRXSC
12.95,5.0,1599272081953,0,0,B07Z78RHY4
28.99,1.0,1652045704234,0,0,B0BWCL9WCH
7.15,5.0,1442955882000,0,0,B00H4DCGDA
8.99,5.0,1374689012000,0,0,B000WMTBD8
5.97,5.0,1612542633398,0,0,B01FO5HQA2
29.44,5.0,1656008718226,0,0,B08BRFQ57J
10.93,4.0,1656004119486,0,1,B002BKPRD2
27.99,5.0,1666879393639,0,0,B00W1W2DFA
8.99,5.0,1603741702038,0,0,B0C7KTD41L
28.99,5.0,1586361541919,0,0,B07H9LHMR2
95.4,1.0,1567025169567,0,1,B01M2ZWKSN
105.36,1.0,1497411644880,1,1,B076JHTQD8
7.99,4.0,1646934997645,0,0,B081K4Q6KQ
8.95,5.0,1605449202415,0,0,B092LLM7H3
25.99,1.0,1624226711374,1,0,B08RYRRYR1
17.97,5.0,1516496140186,0,0,B0B6Y2D91L
11.99,2.0,1479220111000,0,0,B0106TFXXI
6.49,3.0,1364179272000,0,0,B001PKX4H0
9.99,5.0,1446334093000,0,0,B00UKERBHG
13.99,5.0,1446334077000,0,0,B00UKFNOJY
16.98,5.0,1674709415678,0,0,B01HPXMEE4
27.99,5.0,1663609555555,0,0,B07P3Y8JWY
9.99,5.0,1591634456026,0,0,B07S9VQ3CJ
19.29,5.0,1655751705857,0,0,B09241YC1Y
19.99,5.0,1623786116807,0,0,B08Y1MQ2XL
6.99,5.0,1628813422748,0,0,B09QGFDJ69
29.58,5.0,1673535810552,0,0,B082DQDDBV
10.45,5.0,1626172950975,0,0,B07PS9KFKF
7.99,4.0,1555457353484,0,0,B07MKVTGW3
11.61,5.0,1668877440094,0,0,B01JBTPHQW
16.99,4.0,1398685020000,0,0,B0BTV3G59T
6.99,5.0,1597803934781,0,0,B08V3174QC
22.49,5.0,1387317039000,0,0,B07MZGSKP7
28.99,5.0,1582865387121,0,0,B077JGCDFG
19.99,5.0,1562206663928,0,0,B017DPNI3K
5.17,4.0,1492602330000,0,0,B000FKHLLQ
26.49,5.0,1417976439000,0,0,B0BTSQRXNZ
11.09,5.0,1404305231000,0,0,B0C7GKM91B
26.49,5.0,1393335156000,0,0,B0BTSQRXNZ
25.03,5.0,1393335039000,0,0,B0089VAAF2
6.99,5.0,1611330547296,0,0,B08FDRR434
44.95,5.0,1513469763753,0,0,B003BIGDE0
39.97,5.0,1477437076000,0,0,B000CMHLMG
39.99,5.0,1634855483713,0,0,B08L8RDNP7
12.99,5.0,1650777624857,0,0,B09DD2LZBY
8.95,5.0,1573297492279,0,0,B092LLM7H3
21.43,5.0,1633633072907,0,0,B081KSD3BK
18.43,5.0,1595905646915,0,0,B0B3J1PQKG
30.99,5.0,1569499550902,0,0,B0BCW97VD9
10.45,5.0,1437576047000,0,0,B07PS9KFKF
81.33,5.0,1568068890983,0,0,B0BCR91GJ7
7.15,5.0,1442077150000,0,0,B00H4DCGDA
6.89,5.0,1477162241000,0,0,B08GNHQ165
23.98,5.0,1659703405246,0,0,B0BTM1TJGP
25.98,5.0,1621631771211,0,0,B08PCWTT4X
269.99,5.0,1654798413660,0,0,B0C5DBKGTB
